objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Project: ELITE – Alien Pack","182054","0","","0","0","0","0","0","0","1","0","0","3","","","","","","36758903","5.6384","7.43266","2.6667","0","705","thing","Project: ELITE – Alien Pack","1","4","0","0","0","2015","2,3,4","3,4","10+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Project: ELITE – Mega-Boss Bundle","182055","0","","0","0","0","0","0","0","1","0","0","3","","","","","","36758904","5.53995","7.02976","0","0","343","thing","Project: ELITE – Mega-Boss Bundle","1","4","0","0","0","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Project: ELITE – Rahdox","182057","0","","0","0","0","0","0","0","1","0","0","3","","","","","","36758905","5.55629","7.0582","0","0","355","thing","Project: ELITE – Rahdox","1","4","0","0","0","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Project: ELITE – Sandman","182056","0","","0","0","0","0","0","0","1","0","0","3","","","","","","36758907","5.55986","7.03258","0","0","422","thing","Project: ELITE – Sandman","1","4","0","0","0","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Projeto Gaia","220308","0","","0","1","0","0","0","0","0","0","0","1","","","","","","40570672","8.17707","8.48654","4.3607","7","22439","thing","Gaia Project","1","4","150","150","60","2017","1,2,3,4","3,4","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Mandala Jogos","Portuguese","2017","Portuguese edition"
"Puerto Rico","3076","0","","0","1","0","0","0","1","0","0","0","4","","Moderate in-game text - needs crib sheet or paste ups","","","","38382274","7.85011","7.97761","3.2771","29","74950","thing","Puerto Rico","3","5","150","150","90","2002","2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"The Pursuit of Happiness","181687","0","","0","0","0","0","0","0","0","0","0","4","","","","","","31000982","6.74022","7.221","2.5","681","7194","thing","The Pursuit of Happiness","1","4","90","90","60","2015","1,2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Quadropolis","176396","6","3","0","0","0","0","0","0","1","0","0","1","","","","","","33519590","7.03041","7.27587","2.211","377","16007","thing","Quadropolis","2","4","60","60","30","2016","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Quadropolis: Game Store","194499","0","","0","0","0","0","0","0","1","0","0","1","","","","","","33519602","0","7.16792","2","0","261","thing","Quadropolis: Game Store","0","0","0","0","0","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Quadropolis: Ludo Fact","198580","0","","0","0","0","0","0","0","0","0","0","1","","","","","","36406127","5.52401","7.0875","0","0","247","thing","Quadropolis: Ludo Fact","2","4","60","60","30","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Quadropolis: Tric Trac","194500","0","","0","0","0","0","0","0","1","0","0","1","","","","","","33519606","0","7.062","0","0","160","thing","Quadropolis: Tric Trac","0","0","0","0","0","2016","","","","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Quartermaster General","159473","0","","0","0","0","0","0","0","0","0","0","3","","","","","","32665830","6.57482","7.34773","2.2945","922","2853","thing","Quartermaster General","2","6","90","90","90","2014","2,4,5,6","6","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Québec","91984","0","","0","0","0","0","0","0","0","0","1","4","","","","","","45332404","6.28598","7.13529","2.9766","1505","2162","thing","Québec","2","5","75","75","75","2011","3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Queen's Necklace","6068","0","","0","0","0","0","0","0","0","0","0","4","","","","","","29823676","6.02674","6.40828","1.9005","2349","3947","thing","Queen's Necklace","2","4","45","45","30","2003","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Ra","12","0","","0","0","0","0","0","0","0","0","1","4","","","","","","35951749","7.31116","7.47659","2.3485","180","18861","thing","Ra","2","5","60","60","45","1999","2,3,4,5","3,4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Railroad Ink: Deep Blue Edition","245654","7","4","0","1","0","0","0","0","0","0","0","1","","","","","","59179803","6.93172","7.26385","1.4783","464","13397","thing","Railroad Ink: Deep Blue Edition","1","6","30","30","20","2018","1,2,3,4,5,6","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Railroad Revolution","207691","0","","0","0","0","0","0","0","1","0","0","1","","","","","","38368655","6.63121","7.36893","3.2667","839","3944","thing","Railroad Revolution","2","4","90","90","45","2016","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Railways of the World","17133","0","","0","0","0","0","0","0","0","0","1","4","","","","","","57655413","7.39278","7.69055","3.0237","142","12074","thing","Railways of the World","2","6","120","120","120","2005","3,4,5,6","5","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Rajas of the Ganges","220877","0","","0","0","0","0","0","0","0","0","1","3","","","","","","54839379","7.38182","7.72267","2.8837","150","12561","thing","Rajas of the Ganges","2","4","75","75","45","2017","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Raptor","177639","5","3","0","0","0","0","0","0","1","0","0","4","","","","","","31958362","6.99574","7.3122","2.0556","404","12369","thing","Raptor","2","2","30","30","30","2015","2","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Red7","161417","0","","0","1","0","0","0","1","0","0","0","1","","","","","","59733367","6.72859","6.90696","1.6919","694","19172","thing","Red7","2","4","30","30","5","2014","2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"The Resistance: Avalon","128882","7","2","0","0","0","0","0","0","0","0","0","3","","","","","","54722499","7.38979","7.5679","1.763","143","39737","thing","The Resistance: Avalon","5","10","30","30","30","2012","5,6,7,8,9,10","7,8","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Risk: Star Wars Edition","183880","5","1","0","0","0","0","0","0","1","0","0","1","","Gift to André.","","","","31621689","6.54945","7.02539","1.8529","965","8881","thing","Risk: Star Wars Edition","2","4","45","45","30","2015","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Hasbro","English","2015","English Black Series edition"
"Robinson Crusoe: Adventures on the Cursed Island","121921","9","14","0","1","0","0","0","0","0","0","0","3","","","","","","28932683","7.66095","7.83003","3.7907","63","55833","thing","Robinson Crusoe: Adventures on the Cursed Island","1","4","120","120","60","2012","1,2,3,4","","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Robinson Crusoe: Adventures on the Cursed Island – ""King Kong"" Scenario","157040","0","","0","1","0","0","0","0","0","0","0","1","","","","","","29519907","5.80329","7.68499","2.9","0","2330","thing","Robinson Crusoe: Adventures on the Cursed Island – ""King Kong"" Scenario","1","4","120","120","60","2013","1,2,3,4","1","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Robinson Crusoe: Adventures on the Cursed Island – ""Tracing Doctor Livingstone"" Scenario","162959","0","","0","1","0","0","0","0","0","0","0","1","","","","","","29519908","5.79283","8.29212","2.75","0","1572","thing","Robinson Crusoe: Adventures on the Cursed Island – ""Tracing Doctor Livingstone"" Scenario","1","4","150","150","90","2014","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Robinson Crusoe: Adventures on the Cursed Island – Additional Beast Cards","149350","0","","0","0","0","0","0","0","0","0","0","1","","","","","","29519902","5.94821","7.79774","2.6154","0","2551","thing","Robinson Crusoe: Adventures on the Cursed Island – Additional Beast Cards","1","4","120","120","60","2013","1,2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Robinson Crusoe: Adventures on the Cursed Island – Promo Pack","168032","0","","0","1","0","0","0","0","0","0","0","3","","","","","","29519912","5.59142","7.74857","1","0","426","thing","Robinson Crusoe: Adventures on the Cursed Island – Promo Pack","1","4","120","120","60","2014","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Robinson Crusoe: Adventures on the Cursed Island – Sailor Character","156823","0","","0","0","0","0","0","0","0","0","0","1","","","","","","29519905","5.81641","7.67838","2","0","1935","thing","Robinson Crusoe: Adventures on the Cursed Island – Sailor Character","1","4","120","120","60","2014","1,2,3,4","1,3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Robinson Crusoe: Adventures on the Cursed Island – Searching the Beach","156413","0","","0","0","0","0","0","0","0","0","0","1","","","","","","29519903","5.75914","7.35794","1.8571","0","1841","thing","Robinson Crusoe: Adventures on the Cursed Island – Searching the Beach","1","4","120","120","60","2014","1,2,3,4","1","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Robinson Crusoe: Adventures on the Cursed Island – Spyglass of Illusory Hope","162604","0","","0","0","0","0","0","0","0","0","0","1","","","","","","29519910","5.57539","6.2358","1.1429","0","1590","thing","Robinson Crusoe: Adventures on the Cursed Island – Spyglass of Illusory Hope","1","4","120","120","120","2014","1,2,3,4","1,3","10+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Robinson Crusoe: Adventures on the Cursed Island – Trait Cards I","132445","0","","0","0","0","0","0","0","0","0","0","1","","","","","","29519901","5.71902","6.91216","2.5714","0","2293","thing","Robinson Crusoe: Adventures on the Cursed Island – Trait Cards I","1","4","120","120","60","2012","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Robinson Crusoe: Adventures on the Cursed Island – Trait Cards II","150194","0","","0","0","0","0","0","0","0","0","0","1","","","","","","29519906","5.64065","7.23114","2","0","1322","thing","Robinson Crusoe: Adventures on the Cursed Island – Trait Cards II","1","4","120","120","60","2013","2,3,4","2,3","10+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Robinson Crusoe: Adventures on the Cursed Island – Voyage of the Beagle (Vol. 1)","144722","0","","0","1","0","0","0","0","0","0","0","3","","","","","","28932685","6.81861","8.15676","3.7835","0","10087","thing","Robinson Crusoe: Adventures on the Cursed Island – Voyage of the Beagle (Vol. 1)","1","4","120","120","60","2013","1,2,3,4","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Rocketmen","283387","0","","0","0","0","0","0","0","0","0","1","4","","","","","","68315727","5.95692","7.04161","2.6136","2702","1900","thing","Rocketmen","1","4","90","90","30","2021","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Rococo","144344","0","","0","0","0","0","0","0","0","0","1","3","","","","","","29614774","7.21805","7.59029","3.0934","231","8426","thing","Rococo","2","5","120","120","60","2013","2,3,4,5","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Roll for the Galaxy","132531","7.5","22","0","1","0","0","0","0","0","0","0","3","","","","","","29495204","7.51483","7.66044","2.776","100","33340","thing","Roll for the Galaxy","2","5","45","45","45","2014","2,3,4,5","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
